path.a	path.b	path.a.length	path.b.length	intersection	jaccard	euclidean
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	406861	690294	404779	0.584623	536.281
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	501004	500992	498957	0.991885	63.8905
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	500965	313660	310735	0.616672	439.494
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	501956	407873	407654	0.811777	307.443
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	312742	313669	310699	0.984122	70.8025
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG02080#1#JAHEOW010000048.1_16689583_17097287_0	479278	407704	404705	0.839155	278.518
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	HG005#1#JAHEPO010000002.1_51519219_51926067_0	313682	406848	310704	0.758136	314.836
HG02886#2#JAHAOT010000031.1_87393_401061_0	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	313668	407809	313397	0.767979	307.706
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	501992	313667	313385	0.623932	434.614
HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	NA19240#2#JAHEOL010000010.1_37445323_37853017_0	428435	407694	376572	0.819424	288.071
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	407833	406985	404468	0.985666	76.6942
HG00741#1#JAHALY010000007.1_18781197_19307680_1	HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	526483	365599	330878	0.589586	479.923
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	407694	526483	407360	0.773248	345.626
HG00673#2#JAHBBY010000109.1_16675383_17177395_0	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	502012	545188	443432	0.734441	400.42
HG02257#2#JAGYVH010000034.1_98190388_98857961_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	667573	406861	406720	0.609123	510.876
HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	501914	406818	404788	0.80324	314.89
HG02572#2#JAHAOV010000024.1_4460979_4890404_1	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	429425	313681	311690	0.722481	346.014
chr1_hg19_103998686_104406594_0	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	407908	501956	407666	0.811763	307.461
HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	406941	406958	404393	0.987514	71.5052
HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	313660	406939	312619	0.766261	308.806
HG02818#2#JAHEOR010000010.1_31775319_32183091_1	HG01106#1#JAHAMC010000004.1_31121050_31623013_0	407772	501963	407413	0.811059	308.073
HG03486#2#JAHEOP010000248.1_2105565_2584784_1	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	479219	406941	404688	0.840522	277.099
HG01978#2#JAGYVR010000007.1_51532241_51939176_0	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	406935	545181	404730	0.739387	377.698
HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	406979	407781	404734	0.987094	72.7461
HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	313620	313668	311670	0.987491	62.8331
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	313639	406914	310714	0.758137	314.841
HG02717#1#JAHAOS010000015.1_16660311_17067250_0	HG02257#1#JAGYVI010000005.1_101835875_102242843_0	406939	406968	406871	0.999595	12.8452
HG03540#1#JAGYVY010000208.1_95187_596142_0	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	500955	406866	404812	0.804781	313.364
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	406818	312737	312528	0.767831	307.407
HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	502054	407779	407410	0.81089	308.242
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	406900	312794	310766	0.759953	313.308
HG02622#2#JAHAON010000012.1_51551779_52031001_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	479222	407860	404678	0.838878	278.794
NA20129#2#JAHEPD010000155.1_90039_569275_0	HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	479236	312739	310744	0.645727	412.901
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	501072	407833	406824	0.810276	308.637
HG02717#2#JAHAOR010000006.1_19663827_20070693_1	chr1_chm13_103304997_103901127_0	406866	596130	404756	0.676578	439.868
HG02622#1#JAHAOO010000002.1_16673678_17080663_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	406985	429388	377997	0.824644	283.512
HG00438#2#JAHBCA010000012.1_51513023_51826723_0	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	313700	393007	210425	0.424003	534.656
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG02717#1#JAHAOS010000015.1_16660311_17067250_0	603771	406939	400028	0.655051	458.971
HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	HG01258#2#JAGYYU010000072.1_51562603_51970395_0	407749	407792	405688	0.989838	64.5368
HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	407886	501914	407441	0.811055	308.088
HG03492#2#JAHEPH010000288.1_2098270_2432686_1	HG01071#1#JAHBCF010000053.1_26607100_27108065_1	334416	500965	334279	0.667088	408.44
HG01952#2#JAHAMD010000045.1_4381722_4883708_1	HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	501986	407886	407683	0.811812	307.418
HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	480143	501934	472045	0.92552	194.903
HG00741#2#JAHALX010000013.1_51574319_51981226_0	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	406907	313695	310784	0.758346	314.697
HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	HG002#2#JAHKSD010000021.1_102757493_103165350_0	378589	407857	371439	0.895019	208.729
HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	502055	502054	502050	0.999982	3
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	chr1_hg19_103998686_104406594_0	407873	407908	407716	0.999145	18.6815
HG02148#2#JAHAMF010000050.1_19456870_19863761_1	HG03579#1#JAGYVU010000029.1_91404_499180_0	406891	407776	404802	0.987647	71.1548
chr1_chm13_103304997_103901127_0	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	596130	501072	500944	0.840146	308.73
HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	690269	501981	501771	0.7267	434.405
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG02818#2#JAHEOR010000010.1_31775319_32183091_1	407866	407772	407316	0.997536	31.7175
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	NA20129#2#JAHEPD010000155.1_90039_569275_0	429388	479236	395137	0.769517	344.02
HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	313681	312757	310766	0.984459	70.0428
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	407748	406850	404817	0.987886	70.4557
HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	312742	690269	310841	0.449082	617.518
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG01243#1#JAHEOY010000013.1_90081_424495_0	407879	334414	332432	0.811085	278.261
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	406982	406944	404403	0.987498	71.5542
HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	HG02486#1#JAGYVM010000007.1_28868414_29370339_1	428438	501925	387505	0.713824	394.148
HG01175#1#JAHAMA010000003.1_33204707_33808232_1	HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	603525	407858	398305	0.649681	463.436
HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	HG01928#1#JAGYVQ010000195.1_211_358290_0	407850	358079	193664	0.338417	615.306
HG03098#2#JAHEPL010000003.1_93803759_94117426_0	HG01258#1#JAGYYV010000004.1_56955948_57456952_1	313667	501004	310760	0.616696	439.489
HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	406817	407749	404891	0.988322	69.1665
HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	HG00621#1#JAHBCD010000034.1_2122997_2624098_1	406982	501101	406733	0.811276	307.599
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	407792	428452	378460	0.826722	281.645
HG01928#1#JAGYVQ010000195.1_211_358290_0	HG02257#2#JAGYVH010000034.1_98190388_98857961_0	358079	667573	357560	0.535196	557.254
HG01361#1#JAGYYX010000012.1_51565085_51878780_0	HG02572#2#JAHAOV010000024.1_4460979_4890404_1	313695	429425	311699	0.722494	346.009
HG02723#2#JAHEOT010000034.1_19776337_20321518_1	HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	545181	312742	312480	0.572892	482.662
HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	407779	407857	407458	0.998236	26.8328
HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	HG03540#2#JAGYVX010000148.1_1368955_1877115_0	313619	508160	311650	0.610924	445.51
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG02145#2#JAHKSF010000206.1_1005292_1413195_1	406914	407903	404437	0.985518	77.0909
HG02080#1#JAHEOW010000048.1_16689583_17097287_0	HG02148#1#JAHAMG010000059.1_19799474_20206456_1	407704	406982	406396	0.995361	43.5201
NA18906#2#JAHEON010000009.1_93748295_94249275_0	HG02622#2#JAHAON010000012.1_51551779_52031001_0	500980	479222	471283	0.926047	194
HG01243#1#JAHEOY010000013.1_90081_424495_0	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	334414	407779	332520	0.811672	277.764
HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	HG03453#2#JAGYVV010000088.1_22597550_23005370_1	312739	407820	312587	0.766197	308.845
HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	365599	312740	177122	0.353384	569.293
HG002#1#JAHKSE010000012.1_16776806_17183707_1	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	406901	407759	404784	0.987577	71.3583
HG01123#2#JAGYYY010000006.1_51579630_51892388_0	NA18906#2#JAHEON010000009.1_93748295_94249275_0	312758	500980	312486	0.623411	434.472
HG01109#1#JAHEPA010000099.1_2104245_2511104_1	HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	406859	501926	404819	0.803266	314.876
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG02148#2#JAHAMF010000050.1_19456870_19863761_1	312759	406891	312590	0.767921	307.36
HG03516#2#JAGYYS010000004.1_24452130_24859892_1	HG01358#2#JAGYZA010000086.1_556_316498_0	407762	315942	260877	0.56366	449.388
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	501981	407820	407440	0.81105	308.093
HG03540#2#JAGYVX010000148.1_1368955_1877115_0	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	508160	407866	401447	0.780146	336.351
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	312737	603771	312544	0.517488	539.833
HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	313668	406817	310709	0.758241	314.749
HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	HG00673#2#JAHBBY010000109.1_16675383_17177395_0	313669	502012	313438	0.624076	434.517
HG02723#1#JAHEOU010000204.1_2102082_2414876_1	HG00438#2#JAHBCA010000012.1_51513023_51826723_0	312794	313700	310672	0.983693	71.7635
HG03516#1#JAGYYT010000012.1_24170958_24578778_1	HG01361#2#JAGYYW010000015.1_51517456_51831163_0	407820	313707	313543	0.768518	307.313
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	501004	407748	404811	0.80329	314.849
HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	407858	406859	404864	0.987827	70.6329
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	501956	406900	404813	0.803132	315.008
HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	HG03540#1#JAGYVY010000208.1_95187_596142_0	393007	500955	374648	0.721429	380.35
HG02630#2#JAHAOP010000089.1_16669255_17076135_0	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	406880	502012	404778	0.802949	315.176
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	479278	312742	312416	0.651404	408.886
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01175#2#JAHALZ010000031.1_43072077_43478977_1	409750	406900	398529	0.953143	139.971
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	313682	313619	311606	0.987048	63.9453
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	501992	690294	501957	0.727127	434.018
HG03453#2#JAGYVV010000088.1_22597550_23005370_1	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	407820	500992	406714	0.810029	308.843
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	406850	313660	310666	0.75801	314.925
HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	407779	407873	407378	0.997805	29.9333
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	407694	313669	313488	0.768588	307.225
HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	HG02080#1#JAHEOW010000048.1_16689583_17097287_0	406944	407704	404379	0.985644	76.7463
HG01361#2#JAGYYW010000015.1_51517456_51831163_0	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	313707	407809	313400	0.767919	307.76
HG02145#1#JAHKSG010000134.1_2102465_2647653_1	HG005#1#JAHEPO010000002.1_51519219_51926067_0	545188	406848	406154	0.744033	373.802
HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	428452	313667	310790	0.72054	347.187
HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	NA19240#2#JAHEOL010000010.1_37445323_37853017_0	501934	407694	407375	0.811095	308.023
HG02145#2#JAHKSF010000206.1_1005292_1413195_1	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	407903	406985	406898	0.997323	33.0454
HG02818#2#JAHEOR010000010.1_31775319_32183091_1	HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	407772	365599	271138	0.539865	480.723
HG02257#1#JAGYVI010000005.1_101835875_102242843_0	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	406968	545188	405708	0.742446	375.153
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	407776	526483	407471	0.773501	345.423
HG01978#2#JAGYVR010000007.1_51532241_51939176_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	406935	406861	404719	0.989347	66.0151
HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	501926	406818	404846	0.803428	314.725
HG02886#1#JAHAOU010000178.1_62411_469262_0	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	406851	313681	310742	0.758296	314.719
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	313639	501956	311578	0.618189	438.679
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	407881	406958	404376	0.98517	78.0192
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	406818	406939	404610	0.988911	67.3573
HG00621#1#JAHBCD010000034.1_2122997_2624098_1	HG01106#1#JAHAMC010000004.1_31121050_31623013_0	501101	501963	500815	0.997145	37.8682
NA18906#1#JAHEOO010000054.1_2103477_2510435_1	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	406958	545181	406045	0.743544	374.231
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	406900	406941	406691	0.998873	21.4243
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	407857	407781	405672	0.989526	65.5286
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	501072	313668	312520	0.622277	435.546
HG01106#2#JAHAMB010000008.1_19904771_20405763_1	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	500992	406914	406716	0.811501	307.366
HG02559#1#JAGYVK010000012.1_51505852_51913611_0	HG02257#1#JAGYVI010000005.1_101835875_102242843_0	407759	406968	404389	0.985502	77.1298
HG005#2#JAHEPN010000023.1_51542210_51950070_0	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	407860	406866	404673	0.98688	73.3485
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	312757	312737	312564	0.99883	19.1311
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	603771	407779	398655	0.650446	462.861
chr1_hg38_103456064_103863972_0	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	407908	312794	310730	0.75793	315.027
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	479304	407860	406573	0.845985	272.062
HG03492#2#JAHEPH010000288.1_2098270_2432686_1	HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	334416	312739	302965	0.880226	203.039
HG02818#1#JAHEOS010000101.1_89626_496613_0	chr1_chm13_103304997_103901127_0	406987	596130	404571	0.675923	440.426
HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	407840	407833	407459	0.99815	27.4773
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	407781	429388	379337	0.828551	280.17
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	407873	393007	298280	0.593474	452.018
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG02717#1#JAHAOS010000015.1_16660311_17067250_0	690294	406939	404467	0.583844	536.935
HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	HG01258#2#JAGYYU010000072.1_51562603_51970395_0	312740	407792	310724	0.758218	314.776
HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	690269	501914	501572	0.726273	434.786
HG005#1#JAHEPO010000002.1_51519219_51926067_0	HG01071#1#JAHBCF010000053.1_26607100_27108065_1	406848	500965	406601	0.811236	307.589
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	407866	407886	407715	0.999211	17.9444
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	429388	501934	386663	0.709918	397.487
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	501925	313695	311694	0.618531	438.443
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	HG002#2#JAHKSD010000021.1_102757493_103165350_0	406861	407857	404730	0.987175	72.5121
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	407748	502054	407384	0.810847	308.276
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	chr1_hg19_103998686_104406594_0	500965	407908	404827	0.803155	314.99
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG03579#1#JAGYVU010000029.1_91404_499180_0	501963	407776	407452	0.811194	307.953
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	406982	501072	406777	0.811481	307.409
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	312742	501981	310829	0.616854	439.392
